Season,RoundNum,RoundName,Day,Date,Winner,Unnamed: 6,Loser,Unnamed: 8,PtsWinner,PtsLoser,Team,OffTotPointsRank,DefTotPointsRank,OffTotYardsRank,DefTotYardsRank,OffTotPlaysRunRank,DefTotPlaysRunRank,OffTotYardsPerPlayRank,DefTotYardsPerPlayRank,OffTotTurnoversRank,DefTotTakeawaysRank,OffTotFumblesRank,DefTotFumblesRank,OffTot1stDownsRank,DefTot1stDownsRank,OffPassCompletionsRank,DefPassCompletionsRank,OffPassAttemptsRank,DefPassAttemptsRank,OffPassYardsRank,DefPassYardsRank,OffPassTouchdownsRank,DefPassTouchdownsRank,OffPassInterceptionsRank,DefPassInterceptionsRank,OffPassNetYardsPerAttemptRank,DefPassNetYardsPerAttemptRank,OffPass1stDownsRank,DefPass1stDownsRank,OffRushAttemptsRank,DefRushAttemptsRank,OffRushYardsRank,DefRushYardsRank,OffRushTouchdownsRank,DefRushTouchdownsRank,OffRushYardsPerAttemptRank,DefRushYardsPerAttemptRank,OffRush1stDownsRank,DefRush1stDownsRank,OffNumOfPenaltiesRank,DefNumOfPenaltiesRank,OffPenaltyYardsRank,DefPenaltyYardsRank,Off1stDownsByPenaltyRank,Def1stDownsByPenaltyRank,OffPctOfDrivesEndingInScoreRank,DefPctOfDrivesEndingInScoreRank,OffPctOfDrivesEndingInTurnoverRank,DefPctOfDrivesEndingInTurnoverRank,OffExpectedPointsContributedRank,DefExpectedPointsContributedRank
2016,1,WildCard,Sat,1/7/2017,Houston Texans,,Oakland Raiders,boxscore,27,14,Houston Texans,28,11,29,1,5,1,31,6,19,26,11,26,23,1,21,3,14,3,29,2,30,6,23,21,30,4,27,1,6,12,8,12,30,17,18,13,9,8,1,25,13,20,16,11,23,7,18,26,31,5
2016,1,WildCard,Sat,1/7/2017,Seattle Seahawks,,Detroit Lions,boxscore,26,6,Seattle Seahawks,18,3,12,5,18,17,13,3,12,22,5,21,22,10,15,6,18,5,10,8,18,3,14,21,8,13,16,6,20,25,25,7,17,22,24,1,23,17,26,9,24,16,26,20,13,3,11,21,12,8
2016,1,WildCard,Sun,1/8/2017,Green Bay Packers,,New York Giants,boxscore,38,13,Green Bay Packers,4,21,8,22,13,4,10,27,9,12,17,21,7,20,5,21,5,16,7,31,1,29,8,6,17,30,5,29,29,6,20,8,20,11,8,13,18,4,9,18,5,23,9,3,4,28,10,7,2,23
2016,1,WildCard,Sun,1/8/2017,Pittsburgh Steelers,,Miami Dolphins,boxscore,30,12,Pittsburgh Steelers,10,10,7,12,14,8,7,15,12,14,1,12,12,11,8,26,9,23,5,16,4,6,19,16,8,13,11,8,16,4,14,13,17,19,13,18,14,20,23,18,27,14,18,23,10,12,13,15,13,16
2016,2,Division,Sat,1/14/2017,Atlanta Falcons,,Seattle Seahawks,boxscore,36,20,Atlanta Falcons,1,27,2,25,26,26,1,21,1,16,2,12,2,29,12,31,26,32,3,28,2,28,5,19,1,13,2,32,12,5,5,17,3,19,5,26,7,20,13,23,9,24,13,16,1,23,2,17,1,25
2016,2,Division,Sat,1/14/2017,New England Patriots,,Houston Texans,boxscore,34,16,New England Patriots,3,1,4,8,7,9,5,9,1,14,17,12,5,3,15,17,23,26,4,12,6,9,1,16,3,6,16,13,3,3,7,3,5,1,24,9,6,5,4,23,4,17,3,4,6,1,1,20,3,2
2016,2,Division,Sun,1/15/2017,Green Bay Packers,@,Dallas Cowboys,boxscore,34,31,Green Bay Packers,4,21,8,22,13,4,10,27,9,12,17,21,7,20,5,21,5,16,7,31,1,29,8,6,17,30,5,29,29,6,20,8,20,11,8,13,18,4,9,18,5,23,9,3,4,28,10,7,2,23
2016,2,Division,Sun,1/15/2017,Pittsburgh Steelers,@,Kansas City Chiefs,boxscore,18,16,Pittsburgh Steelers,10,10,7,12,14,8,7,15,12,14,1,12,12,11,8,26,9,23,5,16,4,6,19,16,8,13,11,8,16,4,14,13,17,19,13,18,14,20,23,18,27,14,18,23,10,12,13,15,13,16
2016,3,ConfChamp,Sun,1/22/2017,Atlanta Falcons,,Green Bay Packers,boxscore,44,21,Atlanta Falcons,1,27,2,25,26,26,1,21,1,16,2,12,2,29,12,31,26,32,3,28,2,28,5,19,1,13,2,32,12,5,5,17,3,19,5,26,7,20,13,23,9,24,13,16,1,23,2,17,1,25
2016,3,ConfChamp,Sun,1/22/2017,New England Patriots,,Pittsburgh Steelers,boxscore,36,17,New England Patriots,3,1,4,8,7,9,5,9,1,14,17,12,5,3,15,17,23,26,4,12,6,9,1,16,3,6,16,13,3,3,7,3,5,1,24,9,6,5,4,23,4,17,3,4,6,1,1,20,3,2
2016,4,SuperBowl,Sun,2/5/2017,New England Patriots,N,Atlanta Falcons,boxscore,34,28,New England Patriots,3,1,4,8,7,9,5,9,1,14,17,12,5,3,15,17,23,26,4,12,6,9,1,16,3,6,16,13,3,3,7,3,5,1,24,9,6,5,4,23,4,17,3,4,6,1,1,20,3,2
2015,1,WildCard,Sat,1/9/2016,Kansas City Chiefs,@,Houston Texans,boxscore,30,0,Kansas City Chiefs,9,3,27,7,31,20,14,6,2,5,10,27,25,13,28,13,29,26,30,9,26,16,1,2,16,4,28,16,12,7,6,8,2,4,3,17,4,11,12,14,11,16,17,23,9,3,2,3,10,3
2015,1,WildCard,Sat,1/9/2016,Pittsburgh Steelers,@,Cincinnati Bengals,boxscore,18,16,Pittsburgh Steelers,4,11,3,21,22,23,1,17,23,3,4,6,12,21,9,29,16,27,3,30,16,20,29,7,2,17,13,30,24,6,16,5,7,2,8,6,17,2,3,28,10,31,15,7,5,12,22,7,17,8
2015,1,WildCard,Sun,1/10/2016,Green Bay Packers,@,Washington Redskins,boxscore,35,18,Green Bay Packers,15,12,23,15,9,15,28,17,5,20,16,29,17,8,20,2,18,13,25,6,11,6,3,9,29,10,27,8,12,18,12,21,22,23,13,27,8,16,15,26,15,29,2,1,20,9,6,19,12,13
2015,1,WildCard,Sun,1/10/2016,Seattle Seahawks,@,Minnesota Vikings,boxscore,10,9,Seattle Seahawks,4,1,4,2,16,1,4,2,3,17,10,18,10,2,25,8,28,11,20,2,6,1,3,14,4,5,24,5,3,2,3,1,18,13,7,3,2,2,23,2,23,6,32,10,4,8,4,10,4,5
2015,2,Division,Sat,1/16/2016,Arizona Cardinals,,Green Bay Packers,boxscore,26,20,Arizona Cardinals,2,7,1,5,15,4,1,8,19,2,24,3,2,4,19,9,19,18,2,8,4,12,17,4,1,10,2,6,9,4,8,6,7,8,13,8,15,7,3,31,1,32,2,12,3,10,19,2,1,10
2015,2,Division,Sat,1/16/2016,New England Patriots,,Kansas City Chiefs,boxscore,27,20,New England Patriots,3,10,6,9,13,21,7,8,1,22,4,18,5,9,7,20,5,21,5,17,1,12,1,20,7,8,5,24,25,10,30,9,11,6,29,12,20,6,5,16,9,25,18,2,1,6,1,23,3,11
2015,2,Division,Sun,1/17/2016,Carolina Panthers,,Seattle Seahawks,boxscore,31,24,Carolina Panthers,1,6,11,6,8,24,14,2,9,1,16,2,4,6,29,25,27,32,24,11,4,8,8,1,10,2,16,18,1,3,2,4,2,18,9,8,1,4,10,6,14,7,26,8,2,1,9,1,5,2
2015,2,Division,Sun,1/17/2016,Denver Broncos,,Pittsburgh Steelers,boxscore,23,16,Denver Broncos,19,4,16,1,9,19,19,1,29,8,10,6,19,5,13,11,13,18,14,1,28,4,32,14,19,1,14,1,17,13,17,3,13,13,13,1,21,10,22,9,25,4,22,31,24,2,27,14,27,1
2015,3,ConfChamp,Sun,1/24/2016,Carolina Panthers,,Arizona Cardinals,boxscore,49,15,Carolina Panthers,1,6,11,6,8,24,14,2,9,1,16,2,4,6,29,25,27,32,24,11,4,8,8,1,10,2,16,18,1,3,2,4,2,18,9,8,1,4,10,6,14,7,26,8,2,1,9,1,5,2
2015,3,ConfChamp,Sun,1/24/2016,Denver Broncos,,New England Patriots,boxscore,20,18,Denver Broncos,19,4,16,1,9,19,19,1,29,8,10,6,19,5,13,11,13,18,14,1,28,4,32,14,19,1,14,1,17,13,17,3,13,13,13,1,21,10,22,9,25,4,22,31,24,2,27,14,27,1
2015,4,SuperBowl,Sun,2/7/2016,Denver Broncos,N,Carolina Panthers,boxscore,24,10,Denver Broncos,19,4,16,1,9,19,19,1,29,8,10,6,19,5,13,11,13,18,14,1,28,4,32,14,19,1,14,1,17,13,17,3,13,13,13,1,21,10,22,9,25,4,22,31,24,2,27,14,27,1
2014,1,WildCard,Sat,1/3/2015,Carolina Panthers,,Arizona Cardinals,boxscore,27,16,Carolina Panthers,19,21,16,10,9,9,22,16,15,11,21,7,9,10,19,23,19,20,19,11,15,15,10,15,21,10,14,12,8,9,7,16,22,22,13,28,3,17,4,6,6,5,17,5,14,18,16,8,15,16
2014,1,WildCard,Sat,1/3/2015,Baltimore Ravens,@,Pittsburgh Steelers,boxscore,30,17,Baltimore Ravens,8,6,12,8,14,22,9,7,7,22,10,12,10,14,17,29,17,29,13,23,13,8,10,25,10,13,15,23,11,5,8,4,6,6,7,3,4,5,18,24,15,28,4,14,7,17,8,22,8,12
2014,1,WildCard,Sun,1/4/2015,Indianapolis Colts,,Cincinnati Bengals,boxscore,26,10,Indianapolis Colts,6,19,3,11,2,11,6,16,29,11,31,3,3,10,4,3,1,11,1,12,1,20,21,22,5,17,2,3,17,16,22,18,24,22,23,21,23,22,14,11,14,15,3,14,8,4,27,18,9,10
2014,1,WildCard,Sun,1/4/2015,Dallas Cowboys,,Detroit Lions,boxscore,24,20,Dallas Cowboys,5,15,7,19,18,5,3,25,20,2,29,5,11,17,18,28,31,18,16,26,4,8,7,8,2,27,13,17,3,6,2,8,6,31,4,16,8,11,14,14,12,14,17,21,3,9,21,1,2,24
2014,2,Division,Sat,1/10/2015,New England Patriots,,Baltimore Ravens,boxscore,35,31,New England Patriots,4,8,11,13,5,21,12,11,1,16,2,19,4,22,8,12,7,24,9,17,5,13,4,12,16,13,5,19,13,12,18,9,12,2,23,9,15,13,28,4,30,4,7,32,2,13,3,12,1,20
2014,2,Division,Sat,1/10/2015,Seattle Seahawks,,Carolina Panthers,boxscore,31,17,Seattle Seahawks,10,1,9,1,14,1,6,1,3,20,7,12,14,1,30,1,32,1,27,1,24,2,3,19,13,3,29,3,2,4,1,3,1,6,1,2,1,3,32,1,27,1,26,17,5,2,1,20,7,4
2014,2,Division,Sun,1/11/2015,Green Bay Packers,,Dallas Cowboys,boxscore,26,21,Green Bay Packers,1,13,6,15,24,25,1,11,1,8,7,19,7,27,16,7,20,22,8,10,3,18,1,8,2,8,8,19,14,23,11,23,11,15,11,21,9,30,7,14,7,25,19,8,1,16,2,4,3,15
2014,2,Division,Sun,1/11/2015,Indianapolis Colts,@,Denver Broncos,boxscore,24,13,Indianapolis Colts,6,19,3,11,2,11,6,16,29,11,31,3,3,10,4,3,1,11,1,12,1,20,21,22,5,17,2,3,17,16,22,18,24,22,23,21,23,22,14,11,14,15,3,14,8,4,27,18,9,10
2014,3,ConfChamp,Sun,1/18/2015,New England Patriots,,Indianapolis Colts,boxscore,45,7,New England Patriots,4,8,11,13,5,21,12,11,1,16,2,19,4,22,8,12,7,24,9,17,5,13,4,12,16,13,5,19,13,12,18,9,12,2,23,9,15,13,28,4,30,4,7,32,2,13,3,12,1,20
2014,3,ConfChamp,Sun,1/18/2015,Seattle Seahawks,,Green Bay Packers,boxscore,28,22,Seattle Seahawks,10,1,9,1,14,1,6,1,3,20,7,12,14,1,30,1,32,1,27,1,24,2,3,19,13,3,29,3,2,4,1,3,1,6,1,2,1,3,32,1,27,1,26,17,5,2,1,20,7,4
2014,4,SuperBowl,Sun,2/1/2015,New England Patriots,N,Seattle Seahawks,boxscore,28,24,New England Patriots,4,8,11,13,5,21,12,11,1,16,2,19,4,22,8,12,7,24,9,17,5,13,4,12,16,13,5,19,13,12,18,9,12,2,23,9,15,13,28,4,30,4,7,32,2,13,3,12,1,20
2013,1,WildCard,Sat,1/4/2014,Indianapolis Colts,,Kansas City Chiefs,boxscore,45,44,Indianapolis Colts,14,9,15,20,18,14,17,23,1,15,1,7,16,14,18,7,15,8,17,13,19,8,5,18,15,19,18,14,23,23,20,26,11,20,12,25,20,20,1,30,1,29,4,12,9,12,1,11,7,24
2013,1,WildCard,Sat,1/4/2014,New Orleans Saints,@,Philadelphia Eagles,boxscore,26,24,New Orleans Saints,10,4,4,4,9,1,5,12,5,29,6,26,4,1,2,2,4,2,2,2,2,6,11,24,4,7,2,3,26,6,25,19,23,12,25,28,21,8,12,8,16,9,17,8,6,8,2,24,3,13
2013,1,WildCard,Sun,1/5/2014,San Diego Chargers,@,Cincinnati Bengals,boxscore,27,10,San Diego Chargers,12,11,5,23,12,2,5,30,11,30,20,29,3,18,6,26,22,12,4,29,6,12,8,27,2,31,3,27,6,3,13,12,25,20,22,28,14,15,12,18,9,16,4,3,2,22,13,28,2,30
2013,1,WildCard,Sun,1/5/2014,San Francisco 49ers,@,Green Bay Packers,boxscore,23,20,San Francisco 49ers,11,3,24,5,31,11,12,8,2,7,20,7,25,6,32,17,32,21,30,7,23,5,1,10,10,9,32,9,3,7,3,4,4,12,10,9,5,6,21,14,18,20,26,10,10,2,3,15,12,3
2013,2,Division,Sat,1/11/2014,New England Patriots,,Indianapolis Colts,boxscore,43,22,New England Patriots,3,10,7,26,2,30,12,16,8,11,12,7,2,26,4,11,7,23,10,18,13,16,8,13,15,11,5,27,9,29,9,30,2,12,10,25,8,27,2,27,3,26,1,1,4,7,10,13,6,20
2013,2,Division,Sat,1/11/2014,Seattle Seahawks,,New Orleans Saints,boxscore,23,15,Seattle Seahawks,8,1,17,1,29,6,9,1,5,1,20,12,20,4,30,3,31,7,26,1,10,2,3,1,5,1,28,1,2,10,4,7,14,1,12,9,4,9,32,16,32,21,14,31,5,1,6,1,11,1
2013,2,Division,Sun,1/12/2014,Denver Broncos,,San Diego Chargers,boxscore,24,17,Denver Broncos,1,22,1,19,1,23,1,16,17,16,32,21,1,27,1,22,2,27,1,27,1,23,5,13,1,15,1,27,11,8,15,7,8,23,18,9,10,13,29,15,27,13,10,30,1,14,11,18,1,21
2013,2,Division,Sun,1/12/2014,San Francisco 49ers,@,Carolina Panthers,boxscore,23,10,San Francisco 49ers,11,3,24,5,31,11,12,8,2,7,20,7,25,6,32,17,32,21,30,7,23,5,1,10,10,9,32,9,3,7,3,4,4,12,10,9,5,6,21,14,18,20,26,10,10,2,3,15,12,3
2013,3,ConfChamp,Sun,1/19/2014,Denver Broncos,,New England Patriots,boxscore,26,16,Denver Broncos,1,22,1,19,1,23,1,16,17,16,32,21,1,27,1,22,2,27,1,27,1,23,5,13,1,15,1,27,11,8,15,7,8,23,18,9,10,13,29,15,27,13,10,30,1,14,11,18,1,21
2013,3,ConfChamp,Sun,1/19/2014,Seattle Seahawks,,San Francisco 49ers,boxscore,23,17,Seattle Seahawks,8,1,17,1,29,6,9,1,5,1,20,12,20,4,30,3,31,7,26,1,10,2,3,1,5,1,28,1,2,10,4,7,14,1,12,9,4,9,32,16,32,21,14,31,5,1,6,1,11,1
2013,4,SuperBowl,Sun,2/2/2014,Seattle Seahawks,N,Denver Broncos,boxscore,43,8,Seattle Seahawks,8,1,17,1,29,6,9,1,5,1,20,12,20,4,30,3,31,7,26,1,10,2,3,1,5,1,28,1,2,10,4,7,14,1,12,9,4,9,32,16,32,21,14,31,5,1,6,1,11,1
2012,1,WildCard,Sat,1/5/2013,Green Bay Packers,,Minnesota Vikings,boxscore,24,10,Green Bay Packers,5,11,13,11,9,20,14,11,3,19,11,29,8,14,8,8,16,22,9,11,2,16,2,9,12,7,7,18,16,13,20,17,25,16,22,25,20,9,19,30,23,31,1,27,9,16,4,19,4,15
2012,1,WildCard,Sat,1/5/2013,Houston Texans,,Cincinnati Bengals,boxscore,19,13,Houston Texans,8,9,7,7,4,13,14,7,6,9,1,5,8,6,10,7,18,24,11,16,19,26,10,14,12,8,9,3,4,5,8,7,4,1,15,8,7,13,24,9,20,19,28,20,14,6,6,8,12,8
2012,1,WildCard,Sun,1/6/2013,Baltimore Ravens,,Indianapolis Colts,boxscore,24,9,Baltimore Ravens,10,12,16,17,9,28,16,11,3,14,3,10,15,21,16,13,15,16,15,17,19,2,6,19,15,15,18,15,12,29,11,20,7,23,12,8,16,23,31,24,32,24,9,27,13,19,2,16,5,7
2012,1,WildCard,Sun,1/6/2013,Seattle Seahawks,@,Washington Redskins,boxscore,24,14,Seattle Seahawks,9,1,17,4,29,2,7,7,7,6,11,7,16,8,32,11,32,19,27,6,9,2,5,9,7,4,31,13,1,2,3,10,9,5,5,25,3,7,27,20,21,22,14,14,5,5,7,6,6,6
2012,2,Division,Sat,1/12/2013,San Francisco 49ers,,Green Bay Packers,boxscore,45,31,San Francisco 49ers,11,2,11,3,30,11,3,3,3,14,11,15,14,2,27,14,31,21,23,4,16,8,2,17,7,2,21,7,7,9,4,4,7,4,3,3,4,1,26,11,28,8,28,27,6,2,3,13,9,9
2012,2,Division,Sat,1/12/2013,Baltimore Ravens,@,Denver Broncos,boxscore,38,35,Baltimore Ravens,10,12,16,17,9,28,16,11,3,14,3,10,15,21,16,13,15,16,15,17,19,2,6,19,15,15,18,15,12,29,11,20,7,23,12,8,16,23,31,24,32,24,9,27,13,19,2,16,5,7
2012,2,Division,Sun,1/13/2013,Atlanta Falcons,,Seattle Seahawks,boxscore,30,28,Atlanta Falcons,7,5,8,24,14,5,7,27,7,6,1,15,6,9,4,14,8,14,6,23,5,1,13,5,5,22,4,16,26,10,29,21,15,24,28,29,29,17,1,4,1,1,18,1,2,13,8,3,11,22
2012,2,Division,Sun,1/13/2013,New England Patriots,,Houston Texans,boxscore,41,28,New England Patriots,1,9,1,25,1,25,10,23,3,2,8,1,1,25,5,25,4,26,4,29,4,21,4,5,5,27,3,26,2,11,7,9,1,9,15,6,1,19,9,17,14,25,4,24,1,8,4,2,1,14
2012,3,ConfChamp,Sun,1/20/2013,San Francisco 49ers,@,Atlanta Falcons,boxscore,28,24,San Francisco 49ers,11,2,11,3,30,11,3,3,3,14,11,15,14,2,27,14,31,21,23,4,16,8,2,17,7,2,21,7,7,9,4,4,7,4,3,3,4,1,26,11,28,8,28,27,6,2,3,13,9,9
2012,3,ConfChamp,Sun,1/20/2013,Baltimore Ravens,@,New England Patriots,boxscore,28,13,Baltimore Ravens,10,12,16,17,9,28,16,11,3,14,3,10,15,21,16,13,15,16,15,17,19,2,6,19,15,15,18,15,12,29,11,20,7,23,12,8,16,23,31,24,32,24,9,27,13,19,2,16,5,7
2012,4,SuperBowl,Sun,2/3/2013,Baltimore Ravens,N,San Francisco 49ers,boxscore,34,31,Baltimore Ravens,10,12,16,17,9,28,16,11,3,14,3,10,15,21,16,13,15,16,15,17,19,2,6,19,15,15,18,15,12,29,11,20,7,23,12,8,16,23,31,24,32,24,9,27,13,19,2,16,5,7
2011,1,WildCard,Sat,1/7/2012,Houston Texans,,Cincinnati Bengals,boxscore,31,10,Houston Texans,10,4,13,2,6,2,12,3,6,12,22,16,13,5,26,4,30,16,18,3,20,6,3,14,8,2,17,4,1,4,2,4,4,4,7,12,3,2,14,4,17,2,32,24,10,10,6,12,11,3
2011,1,WildCard,Sat,1/7/2012,New Orleans Saints,,Detroit Lions,boxscore,45,28,New Orleans Saints,2,13,1,24,1,17,1,26,4,31,2,26,1,22,1,26,2,30,1,30,2,17,14,29,3,16,1,23,20,1,6,12,8,16,4,30,6,13,14,22,16,22,28,28,1,22,9,29,1,27
2011,1,WildCard,Sun,1/8/2012,Denver Broncos,,Pittsburgh Steelers,boxscore,29,23,Denver Broncos,25,24,23,20,14,27,24,15,26,28,32,21,20,19,32,18,32,14,31,18,20,17,9,29,29,20,31,14,1,27,1,22,19,16,6,12,4,20,16,15,13,14,19,25,27,18,22,32,23,20
2011,1,WildCard,Sun,1/8/2012,New York Giants,,Atlanta Falcons,boxscore,24,2,New York Giants,9,25,8,27,11,30,7,21,16,7,12,10,10,26,9,25,6,24,5,29,6,25,19,7,4,20,8,29,22,16,32,19,6,24,32,22,24,23,11,23,9,23,11,15,16,23,13,7,10,21
2011,2,Division,Sat,1/14/2012,New England Patriots,,Denver Broncos,boxscore,45,10,New England Patriots,3,15,2,31,2,28,3,29,3,3,2,10,2,32,3,31,3,29,2,31,4,22,6,2,2,29,2,31,17,9,20,17,4,19,23,24,8,20,6,27,11,20,13,12,3,16,3,3,2,16
2011,2,Division,Sat,1/14/2012,San Francisco 49ers,,New Orleans Saints,boxscore,36,32,San Francisco 49ers,11,2,26,4,24,7,24,7,1,1,2,1,23,2,29,18,31,23,29,16,24,8,1,2,20,10,30,19,3,2,8,1,13,1,19,1,10,1,26,13,29,15,11,12,5,1,1,2,22,5
2011,2,Division,Sun,1/15/2012,Baltimore Ravens,,Houston Texans,boxscore,20,13,Baltimore Ravens,12,3,15,3,7,13,18,2,16,14,24,10,15,4,17,5,18,15,19,4,15,1,6,18,20,3,14,4,8,13,10,2,10,10,13,1,13,6,9,19,4,32,5,12,11,3,16,12,12,1
2011,2,Division,Sun,1/15/2012,New York Giants,@,Green Bay Packers,boxscore,37,20,New York Giants,9,25,8,27,11,30,7,21,16,7,12,10,10,26,9,25,6,24,5,29,6,25,19,7,4,20,8,29,22,16,32,19,6,24,32,22,24,23,11,23,9,23,11,15,16,23,13,7,10,21
2011,3,ConfChamp,Sun,1/22/2012,New England Patriots,,Baltimore Ravens,boxscore,23,20,New England Patriots,3,15,2,31,2,28,3,29,3,3,2,10,2,32,3,31,3,29,2,31,4,22,6,2,2,29,2,31,17,9,20,17,4,19,23,24,8,20,6,27,11,20,13,12,3,16,3,3,2,16
2011,3,ConfChamp,Sun,1/22/2012,New York Giants,@,San Francisco 49ers,boxscore,20,17,New York Giants,9,25,8,27,11,30,7,21,16,7,12,10,10,26,9,25,6,24,5,29,6,25,19,7,4,20,8,29,22,16,32,19,6,24,32,22,24,23,11,23,9,23,11,15,16,23,13,7,10,21
2011,4,SuperBowl,Sun,2/5/2012,New York Giants,N,New England Patriots,boxscore,21,17,New York Giants,9,25,8,27,11,30,7,21,16,7,12,10,10,26,9,25,6,24,5,29,6,25,19,7,4,20,8,29,22,16,32,19,6,24,32,22,24,23,11,23,9,23,11,15,16,23,13,7,10,21
2010,1,WildCard,Sat,1/8/2011,New York Jets,@,Indianapolis Colts,boxscore,17,16,New York Jets,13,6,11,3,3,11,19,3,8,9,5,2,15,5,25,2,18,15,22,6,23,19,12,26,21,4,20,7,2,10,4,3,10,13,8,3,4,2,24,1,27,4,28,27,17,6,9,12,19,4
2010,1,WildCard,Sat,1/8/2011,Seattle Seahawks,,New Orleans Saints,boxscore,41,36,Seattle Seahawks,23,25,28,27,24,30,28,23,23,26,18,18,28,20,17,21,14,28,19,27,28,29,23,26,25,24,26,28,29,25,31,21,14,18,30,14,26,15,22,13,23,7,23,7,27,24,20,28,28,27
2010,1,WildCard,Sun,1/9/2011,Green Bay Packers,@,Philadelphia Eagles,boxscore,21,16,Green Bay Packers,10,2,9,5,20,6,6,9,10,6,10,26,13,4,10,6,16,13,5,5,4,4,10,2,3,3,6,5,20,6,24,18,19,3,26,29,18,5,3,20,3,13,23,20,9,2,10,6,8,2
2010,1,WildCard,Sun,1/9/2011,Baltimore Ravens,@,Kansas City Chiefs,boxscore,30,7,Baltimore Ravens,16,3,22,10,17,18,22,9,7,15,14,26,18,10,18,23,24,30,20,21,15,10,6,9,13,7,17,20,6,3,14,5,19,1,26,8,13,4,12,30,6,28,3,11,15,10,6,13,12,3
2010,2,Division,Sat,1/15/2011,Pittsburgh Steelers,,Baltimore Ravens,boxscore,31,24,Pittsburgh Steelers,12,1,14,2,21,7,9,1,4,3,10,5,20,5,21,27,27,29,14,12,21,3,4,5,5,1,17,14,8,1,11,1,8,1,17,1,10,1,20,9,24,8,32,24,8,3,6,4,22,1
2010,2,Division,Sat,1/15/2011,Green Bay Packers,@,Atlanta Falcons,boxscore,48,21,Green Bay Packers,10,2,9,5,20,6,6,9,10,6,10,26,13,4,10,6,16,13,5,5,4,4,10,2,3,3,6,5,20,6,24,18,19,3,26,29,18,5,3,20,3,13,23,20,9,2,10,6,8,2
2010,2,Division,Sun,1/16/2011,Chicago Bears,,Seattle Seahawks,boxscore,35,24,Chicago Bears,21,4,30,9,29,16,28,4,23,3,14,5,26,9,29,27,32,27,28,20,20,2,27,5,25,7,23,15,21,4,22,2,22,21,23,5,29,12,16,14,14,18,12,1,24,1,22,3,31,7
2010,2,Division,Sun,1/16/2011,New York Jets,@,New England Patriots,boxscore,28,21,New York Jets,13,6,11,3,3,11,19,3,8,9,5,2,15,5,25,2,18,15,22,6,23,19,12,26,21,4,20,7,2,10,4,3,10,13,8,3,4,2,24,1,27,4,28,27,17,6,9,12,19,4
2010,3,ConfChamp,Sun,1/23/2011,Pittsburgh Steelers,,New York Jets,boxscore,24,19,Pittsburgh Steelers,12,1,14,2,21,7,9,1,4,3,10,5,20,5,21,27,27,29,14,12,21,3,4,5,5,1,17,14,8,1,11,1,8,1,17,1,10,1,20,9,24,8,32,24,8,3,6,4,22,1
2010,3,ConfChamp,Sun,1/23/2011,Green Bay Packers,@,Chicago Bears,boxscore,21,14,Green Bay Packers,10,2,9,5,20,6,6,9,10,6,10,26,13,4,10,6,16,13,5,5,4,4,10,2,3,3,6,5,20,6,24,18,19,3,26,29,18,5,3,20,3,13,23,20,9,2,10,6,8,2
2010,4,SuperBowl,Sun,2/6/2011,Green Bay Packers,N,Pittsburgh Steelers,boxscore,31,25,Green Bay Packers,10,2,9,5,20,6,6,9,10,6,10,26,13,4,10,6,16,13,5,5,4,4,10,2,3,3,6,5,20,6,24,18,19,3,26,29,18,5,3,20,3,13,23,20,9,2,10,6,8,2
