Season,RoundNum,RoundName,Day,Date,Winner,Unnamed: 6,Loser,Unnamed: 8,PtsWinner,PtsLoser,Team,OffTotPointsRank,DefTotPointsRank,OffTotYardsRank,DefTotYardsRank,OffTotPlaysRunRank,DefTotPlaysRunRank,OffTotYardsPerPlayRank,DefTotYardsPerPlayRank,OffTotTurnoversRank,DefTotTakeawaysRank,OffTotFumblesRank,DefTotFumblesRank,OffTot1stDownsRank,DefTot1stDownsRank,OffPassCompletionsRank,DefPassCompletionsRank,OffPassAttemptsRank,DefPassAttemptsRank,OffPassYardsRank,DefPassYardsRank,OffPassTouchdownsRank,DefPassTouchdownsRank,OffPassInterceptionsRank,DefPassInterceptionsRank,OffPassNetYardsPerAttemptRank,DefPassNetYardsPerAttemptRank,OffPass1stDownsRank,DefPass1stDownsRank,OffRushAttemptsRank,DefRushAttemptsRank,OffRushYardsRank,DefRushYardsRank,OffRushTouchdownsRank,DefRushTouchdownsRank,OffRushYardsPerAttemptRank,DefRushYardsPerAttemptRank,OffRush1stDownsRank,DefRush1stDownsRank,OffNumOfPenaltiesRank,DefNumOfPenaltiesRank,OffPenaltyYardsRank,DefPenaltyYardsRank,Off1stDownsByPenaltyRank,Def1stDownsByPenaltyRank,OffPctOfDrivesEndingInScoreRank,DefPctOfDrivesEndingInScoreRank,OffPctOfDrivesEndingInTurnoverRank,DefPctOfDrivesEndingInTurnoverRank,OffExpectedPointsContributedRank,DefExpectedPointsContributedRank
2009,1,WildCard,Sat,1/9/2010,Dallas Cowboys,,Philadelphia Eagles,boxscore,34,14,Dallas Cowboys,14,2,2,9,13,10,1,13,4,27,13,21,6,9,10,23,13,26,6,20,13,11,3,27,5,11,9,22,17,2,7,4,16,4,2,9,9,4,29,16,28,17,17,25,14,2,4,24,8,15
2009,1,WildCard,Sat,1/9/2010,New York Jets,@,Cincinnati Bengals,boxscore,24,14,New York Jets,17,1,20,1,11,4,22,1,20,8,8,4,23,1,32,1,32,7,31,1,29,1,28,13,21,1,29,1,1,11,1,8,3,12,6,4,1,12,11,9,7,6,27,14,16,1,22,10,24,1
2009,1,WildCard,Sun,1/10/2010,Arizona Cardinals,,Green Bay Packers,boxscore,51,45,Arizona Cardinals,11,14,14,20,22,24,13,17,31,10,32,27,14,10,3,26,3,31,12,23,11,15,21,7,12,11,6,24,32,8,28,17,12,17,21,26,28,8,26,23,27,23,13,10,18,8,30,16,18,18
2009,1,WildCard,Sun,1/10/2010,Baltimore Ravens,@,New England Patriots,boxscore,33,14,Baltimore Ravens,9,3,13,3,16,13,14,3,5,7,8,21,13,7,19,11,25,14,18,8,17,7,9,5,13,16,15,5,7,18,5,5,1,6,4,1,5,10,29,11,32,13,24,29,11,5,7,5,11,3
2009,2,Division,Sat,1/16/2010,Indianapolis Colts,,Baltimore Ravens,boxscore,20,3,Indianapolis Colts,7,8,9,18,23,31,5,7,10,18,1,21,5,27,1,30,2,30,2,14,2,11,24,15,4,4,1,29,31,25,32,24,12,8,30,17,32,23,2,14,2,24,6,1,7,18,14,14,3,13
2009,2,Division,Sat,1/16/2010,New Orleans Saints,,Arizona Cardinals,boxscore,45,14,New Orleans Saints,1,20,1,25,9,27,1,20,17,2,29,9,2,22,5,19,15,27,4,26,2,5,6,3,2,19,6,10,7,18,6,21,3,28,6,26,5,25,13,7,17,8,24,18,3,15,16,3,2,6
2009,2,Division,Sun,1/17/2010,Minnesota Vikings,,Dallas Cowboys,boxscore,34,3,Minnesota Vikings,2,10,5,6,3,1,10,13,3,22,19,9,3,2,6,21,11,18,8,19,2,23,1,27,7,16,5,19,9,1,13,2,7,1,21,6,15,1,24,28,13,26,15,23,2,9,2,23,5,11
2009,2,Division,Sun,1/17/2010,New York Jets,@,San Diego Chargers,boxscore,17,14,New York Jets,17,1,20,1,11,4,22,1,20,8,8,4,23,1,32,1,32,7,31,1,29,1,28,13,21,1,29,1,1,11,1,8,3,12,6,4,1,12,11,9,7,6,27,14,16,1,22,10,24,1
2009,3,ConfChamp,Sun,1/24/2010,Indianapolis Colts,,New York Jets,boxscore,30,17,Indianapolis Colts,7,8,9,18,23,31,5,7,10,18,1,21,5,27,1,30,2,30,2,14,2,11,24,15,4,4,1,29,31,25,32,24,12,8,30,17,32,23,2,14,2,24,6,1,7,18,14,14,3,13
2009,3,ConfChamp,Sun,1/24/2010,New Orleans Saints,,Minnesota Vikings,boxscore,31,28,New Orleans Saints,1,20,1,25,9,27,1,20,17,2,29,9,2,22,5,19,15,27,4,26,2,5,6,3,2,19,6,10,7,18,6,21,3,28,6,26,5,25,13,7,17,8,24,18,3,15,16,3,2,6
2009,4,SuperBowl,Sun,2/7/2010,New Orleans Saints,N,Indianapolis Colts,boxscore,31,17,New Orleans Saints,1,20,1,25,9,27,1,20,17,2,29,9,2,22,5,19,15,27,4,26,2,5,6,3,2,19,6,10,7,18,6,21,3,28,6,26,5,25,13,7,17,8,24,18,3,15,16,3,2,6
2008,1,WildCard,Sat,1/3/2009,Arizona Cardinals,,Atlanta Falcons,boxscore,30,24,Arizona Cardinals,3,28,4,19,15,16,6,16,25,6,30,1,6,22,1,20,2,16,2,22,3,32,18,18,6,24,2,19,32,19,32,16,18,13,31,12,31,24,28,25,22,27,6,23,7,25,25,7,8,22
2008,1,WildCard,Sat,1/3/2009,San Diego Chargers,,Indianapolis Colts,boxscore,23,17,San Diego Chargers,2,15,11,25,29,28,4,20,7,18,11,18,13,30,15,32,25,31,7,31,1,28,6,12,1,19,7,32,20,10,20,11,20,9,19,12,25,15,20,4,21,17,22,28,3,19,8,14,3,16
2008,1,WildCard,Sun,1/4/2009,Philadelphia Eagles,@,Minnesota Vikings,boxscore,26,14,Philadelphia Eagles,6,4,9,3,3,17,14,2,18,10,15,6,8,3,6,5,4,19,6,3,9,11,21,12,12,2,6,2,17,13,22,4,15,2,23,4,22,6,4,9,9,4,16,25,13,4,12,13,18,3
2008,1,WildCard,Sun,1/4/2009,Baltimore Ravens,@,Miami Dolphins,boxscore,27,9,Baltimore Ravens,11,3,18,2,2,3,24,3,9,1,11,22,14,1,29,2,30,21,28,2,22,7,10,1,18,2,25,4,1,1,4,3,6,1,23,5,2,1,26,32,23,25,13,11,19,1,9,2,27,1
2008,2,Division,Sat,1/10/2009,Arizona Cardinals,@,Carolina Panthers,boxscore,33,13,Arizona Cardinals,3,28,4,19,15,16,6,16,25,6,30,1,6,22,1,20,2,16,2,22,3,32,18,18,6,24,2,19,32,19,32,16,18,13,31,12,31,24,28,25,22,27,6,23,7,25,25,7,8,22
2008,2,Division,Sat,1/10/2009,Baltimore Ravens,@,Tennessee Titans,boxscore,13,10,Baltimore Ravens,11,3,18,2,2,3,24,3,9,1,11,22,14,1,29,2,30,21,28,2,22,7,10,1,18,2,25,4,1,1,4,3,6,1,23,5,2,1,26,32,23,25,13,11,19,1,9,2,27,1
2008,2,Division,Sun,1/11/2009,Pittsburgh Steelers,,San Diego Chargers,boxscore,35,24,Pittsburgh Steelers,20,1,22,1,10,11,24,1,15,10,15,18,20,2,20,14,20,23,17,1,18,2,18,6,21,1,14,3,9,5,23,2,12,2,29,1,24,3,20,20,25,26,22,11,21,2,16,10,28,2
2008,2,Division,Sun,1/11/2009,Philadelphia Eagles,@,New York Giants,boxscore,23,11,Philadelphia Eagles,6,4,9,3,3,17,14,2,18,10,15,6,8,3,6,5,4,19,6,3,9,11,21,12,12,2,6,2,17,13,22,4,15,2,23,4,22,6,4,9,9,4,16,25,13,4,12,13,18,3
2008,3,ConfChamp,Sun,1/18/2009,Pittsburgh Steelers,,Baltimore Ravens,boxscore,23,14,Pittsburgh Steelers,20,1,22,1,10,11,24,1,15,10,15,18,20,2,20,14,20,23,17,1,18,2,18,6,21,1,14,3,9,5,23,2,12,2,29,1,24,3,20,20,25,26,22,11,21,2,16,10,28,2
2008,3,ConfChamp,Sun,1/18/2009,Arizona Cardinals,,Philadelphia Eagles,boxscore,32,25,Arizona Cardinals,3,28,4,19,15,16,6,16,25,6,30,1,6,22,1,20,2,16,2,22,3,32,18,18,6,24,2,19,32,19,32,16,18,13,31,12,31,24,28,25,22,27,6,23,7,25,25,7,8,22
2008,4,SuperBowl,Sun,2/1/2009,Pittsburgh Steelers,N,Arizona Cardinals,boxscore,27,23,Pittsburgh Steelers,20,1,22,1,10,11,24,1,15,10,15,18,20,2,20,14,20,23,17,1,18,2,18,6,21,1,14,3,9,5,23,2,12,2,29,1,24,3,20,20,25,26,22,11,21,2,16,10,28,2
2007,1,WildCard,Sat,1/5/2008,Jacksonville Jaguars,@,Pittsburgh Steelers,boxscore,31,29,Jacksonville Jaguars,6,10,7,12,11,6,6,18,4,12,20,21,4,9,24,14,27,20,17,15,9,12,1,4,7,11,16,16,2,6,2,11,4,18,4,18,2,15,5,7,5,8,16,3,4,10,3,6,4,17
2007,1,WildCard,Sat,1/5/2008,Seattle Seahawks,,Washington Redskins,boxscore,35,14,Seattle Seahawks,9,6,9,15,3,25,16,10,9,6,13,11,5,6,5,17,2,25,8,19,6,1,5,4,14,8,6,17,17,14,20,12,23,27,24,11,19,5,1,25,1,22,20,11,12,5,5,11,13,1
2007,1,WildCard,Sun,1/6/2008,New York Giants,@,Tampa Bay Buccaneers,boxscore,24,14,New York Giants,14,17,16,7,7,13,19,10,24,23,24,21,8,11,23,10,17,9,21,11,14,20,25,21,23,10,23,19,8,10,4,8,8,18,4,6,4,9,6,31,12,28,1,15,16,11,27,24,19,16
2007,1,WildCard,Sun,1/6/2008,San Diego Chargers,,Tennessee Titans,boxscore,17,6,San Diego Chargers,5,5,20,14,24,20,19,14,9,1,6,2,25,15,28,20,26,23,26,14,15,12,15,1,16,8,27,19,7,12,7,16,2,14,8,18,12,11,18,12,21,10,24,21,11,1,10,1,14,3
2007,2,Division,Sat,1/12/2008,Green Bay Packers,,Seattle Seahawks,boxscore,42,20,Green Bay Packers,4,6,2,11,23,15,2,10,9,17,9,25,12,15,3,8,6,13,2,12,6,18,12,7,3,11,7,14,28,15,21,14,14,1,12,11,29,4,29,31,31,32,3,32,5,9,8,19,7,9
2007,2,Division,Sat,1/12/2008,New England Patriots,,Jacksonville Jaguars,boxscore,31,20,New England Patriots,1,4,1,4,2,1,1,6,1,9,3,14,1,6,2,12,5,12,1,6,1,18,3,7,1,4,1,10,9,1,13,10,5,4,12,27,3,14,7,24,16,25,7,7,1,2,1,7,1,18
2007,2,Division,Sun,1/13/2008,New York Giants,@,Dallas Cowboys,boxscore,21,17,New York Giants,14,17,16,7,7,13,19,10,24,23,24,21,8,11,23,10,17,9,21,11,14,20,25,21,23,10,23,19,8,10,4,8,8,18,4,6,4,9,6,31,12,28,1,15,16,11,27,24,19,16
2007,2,Division,Sun,1/13/2008,San Diego Chargers,@,Indianapolis Colts,boxscore,28,24,San Diego Chargers,5,5,20,14,24,20,19,14,9,1,6,2,25,15,28,20,26,23,26,14,15,12,15,1,16,8,27,19,7,12,7,16,2,14,8,18,12,11,18,12,21,10,24,21,11,1,10,1,14,3
2007,3,ConfChamp,Sun,1/20/2008,New England Patriots,,San Diego Chargers,boxscore,21,12,New England Patriots,1,4,1,4,2,1,1,6,1,9,3,14,1,6,2,12,5,12,1,6,1,18,3,7,1,4,1,10,9,1,13,10,5,4,12,27,3,14,7,24,16,25,7,7,1,2,1,7,1,18
2007,3,ConfChamp,Sun,1/20/2008,New York Giants,@,Green Bay Packers,boxscore,23,20,New York Giants,14,17,16,7,7,13,19,10,24,23,24,21,8,11,23,10,17,9,21,11,14,20,25,21,23,10,23,19,8,10,4,8,8,18,4,6,4,9,6,31,12,28,1,15,16,11,27,24,19,16
2007,4,SuperBowl,Sun,2/3/2008,New York Giants,N,New England Patriots,boxscore,17,14,New York Giants,14,17,16,7,7,13,19,10,24,23,24,21,8,11,23,10,17,9,21,11,14,20,25,21,23,10,23,19,8,10,4,8,8,18,4,6,4,9,6,31,12,28,1,15,16,11,27,24,19,16
2006,1,WildCard,Sat,1/6/2007,Indianapolis Colts,,Kansas City Chiefs,boxscore,23,8,Indianapolis Colts,2,23,3,21,14,4,2,27,4,22,12,19,1,28,4,2,6,2,2,2,1,5,3,20,1,13,1,5,18,31,18,32,6,30,16,32,7,32,7,7,11,4,17,18,1,30,4,6,1,24
2006,1,WildCard,Sat,1/6/2007,Seattle Seahawks,,Dallas Cowboys,boxscore,21,20,Seattle Seahawks,14,19,19,19,5,12,26,23,27,22,17,8,9,11,21,13,18,10,20,16,5,24,28,26,25,16,16,9,10,10,14,22,27,12,16,27,7,15,16,31,9,31,2,3,21,12,28,27,28,14
2006,1,WildCard,Sun,1/7/2007,New England Patriots,,New York Jets,boxscore,37,16,New England Patriots,7,2,11,6,4,3,16,10,16,4,26,11,4,5,11,11,12,19,12,12,7,1,6,4,13,11,12,10,6,4,12,5,4,9,20,8,5,3,20,26,30,30,6,30,9,4,17,3,8,9
2006,1,WildCard,Sun,1/7/2007,Philadelphia Eagles,,New York Giants,boxscore,23,20,Philadelphia Eagles,6,15,2,15,22,30,1,10,9,13,26,22,9,25,13,17,8,23,3,9,1,7,3,8,3,4,8,7,27,25,11,26,15,12,5,24,11,31,27,18,32,18,29,32,10,13,7,11,3,7
2006,2,Division,Sat,1/13/2007,New Orleans Saints,,Philadelphia Eagles,boxscore,27,24,New Orleans Saints,5,13,1,11,2,1,3,19,7,31,12,28,4,4,1,4,5,4,1,3,4,30,9,29,1,10,4,3,12,7,19,23,5,7,26,30,18,11,6,10,4,5,15,5,5,5,9,31,14,20
2006,2,Division,Sat,1/13/2007,Indianapolis Colts,@,Baltimore Ravens,boxscore,15,6,Indianapolis Colts,2,23,3,21,14,4,2,27,4,22,12,19,1,28,4,2,6,2,2,2,1,5,3,20,1,13,1,5,18,31,18,32,6,30,16,32,7,32,7,7,11,4,17,18,1,30,4,6,1,24
2006,2,Division,Sun,1/14/2007,Chicago Bears,,Seattle Seahawks,boxscore,27,24,Chicago Bears,2,3,15,5,6,24,21,3,28,1,22,1,14,2,23,25,17,31,14,11,9,10,28,2,13,1,18,8,5,5,15,6,12,2,23,12,15,6,27,32,25,32,1,13,8,2,25,2,18,2
2006,2,Division,Sun,1/14/2007,New England Patriots,@,San Diego Chargers,boxscore,24,21,New England Patriots,7,2,11,6,4,3,16,10,16,4,26,11,4,5,11,11,12,19,12,12,7,1,6,4,13,11,12,10,6,4,12,5,4,9,20,8,5,3,20,26,30,30,6,30,9,4,17,3,8,9
2006,3,ConfChamp,Sun,1/21/2007,Chicago Bears,,New Orleans Saints,boxscore,39,14,Chicago Bears,2,3,15,5,6,24,21,3,28,1,22,1,14,2,23,25,17,31,14,11,9,10,28,2,13,1,18,8,5,5,15,6,12,2,23,12,15,6,27,32,25,32,1,13,8,2,25,2,18,2
2006,3,ConfChamp,Sun,1/21/2007,Indianapolis Colts,,New England Patriots,boxscore,38,34,Indianapolis Colts,2,23,3,21,14,4,2,27,4,22,12,19,1,28,4,2,6,2,2,2,1,5,3,20,1,13,1,5,18,31,18,32,6,30,16,32,7,32,7,7,11,4,17,18,1,30,4,6,1,24
2006,4,SuperBowl,Sun,2/4/2007,Indianapolis Colts,N,Chicago Bears,boxscore,29,17,Indianapolis Colts,2,23,3,21,14,4,2,27,4,22,12,19,1,28,4,2,6,2,2,2,1,5,3,20,1,13,1,5,18,31,18,32,6,30,16,32,7,32,7,7,11,4,17,18,1,30,4,6,1,24
2005,1,WildCard,Sat,1/7/2006,New England Patriots,,Jacksonville Jaguars,boxscore,28,3,New England Patriots,10,17,7,26,8,14,6,25,10,31,7,30,6,22,6,11,7,20,2,31,3,28,15,27,4,30,5,21,18,15,24,8,11,12,30,5,11,18,14,28,18,31,15,25,10,22,14,31,9,23
2005,1,WildCard,Sat,1/7/2006,Washington Redskins,@,Tampa Bay Buccaneers,boxscore,17,10,Washington Redskins,13,9,11,9,7,11,13,10,16,16,29,15,15,3,24,8,22,23,21,10,6,3,5,16,13,5,18,8,4,7,7,13,12,21,10,20,8,2,12,8,19,12,29,10,16,5,14,16,14,8
2005,1,WildCard,Sun,1/8/2006,Carolina Panthers,@,New York Giants,boxscore,23,0,Carolina Panthers,8,5,22,3,23,11,13,3,14,2,10,2,23,5,26,17,28,21,17,9,6,3,19,4,5,3,23,10,10,6,19,4,9,5,30,5,22,1,1,25,2,28,3,18,9,4,11,2,12,3
2005,1,WildCard,Sun,1/8/2006,Pittsburgh Steelers,@,Cincinnati Bengals,boxscore,31,17,Pittsburgh Steelers,9,3,15,4,24,15,9,3,7,12,7,6,17,9,30,21,32,24,24,16,14,3,11,20,2,3,28,21,1,5,5,3,5,8,13,1,5,3,7,20,12,27,9,6,7,8,5,13,6,2
2005,2,Division,Sat,1/14/2006,Denver Broncos,,New England Patriots,boxscore,27,13,Denver Broncos,7,3,5,15,9,13,4,19,1,4,7,4,7,17,23,31,25,32,18,29,21,18,2,6,8,11,20,24,2,1,2,2,3,8,3,17,1,8,4,31,4,23,25,18,8,3,1,3,5,9
2005,2,Division,Sat,1/14/2006,Seattle Seahawks,,Washington Redskins,boxscore,20,10,Seattle Seahawks,1,7,2,16,17,28,2,10,2,19,2,19,2,17,15,28,23,29,13,25,6,11,3,16,5,11,7,31,7,10,3,5,1,2,3,5,2,5,2,22,9,14,17,7,4,16,1,20,2,7
2005,2,Division,Sun,1/15/2006,Carolina Panthers,@,Chicago Bears,boxscore,29,21,Carolina Panthers,8,5,22,3,23,11,13,3,14,2,10,2,23,5,26,17,28,21,17,9,6,3,19,4,5,3,23,10,10,6,19,4,9,5,30,5,22,1,1,25,2,28,3,18,9,4,11,2,12,3
2005,2,Division,Sun,1/15/2006,Pittsburgh Steelers,@,Indianapolis Colts,boxscore,21,18,Pittsburgh Steelers,9,3,15,4,24,15,9,3,7,12,7,6,17,9,30,21,32,24,24,16,14,3,11,20,2,3,28,21,1,5,5,3,5,8,13,1,5,3,7,20,12,27,9,6,7,8,5,13,6,2
2005,3,ConfChamp,Sun,1/22/2006,Seattle Seahawks,,Carolina Panthers,boxscore,34,14,Seattle Seahawks,1,7,2,16,17,28,2,10,2,19,2,19,2,17,15,28,23,29,13,25,6,11,3,16,5,11,7,31,7,10,3,5,1,2,3,5,2,5,2,22,9,14,17,7,4,16,1,20,2,7
2005,3,ConfChamp,Sun,1/22/2006,Pittsburgh Steelers,@,Denver Broncos,boxscore,34,17,Pittsburgh Steelers,9,3,15,4,24,15,9,3,7,12,7,6,17,9,30,21,32,24,24,16,14,3,11,20,2,3,28,21,1,5,5,3,5,8,13,1,5,3,7,20,12,27,9,6,7,8,5,13,6,2
2005,4,SuperBowl,Sun,2/5/2006,Pittsburgh Steelers,N,Seattle Seahawks,boxscore,21,10,Pittsburgh Steelers,9,3,15,4,24,15,9,3,7,12,7,6,17,9,30,21,32,24,24,16,14,3,11,20,2,3,28,21,1,5,5,3,5,8,13,1,5,3,7,20,12,27,9,6,7,8,5,13,6,2
2004,1,WildCard,Sat,1/8/2005,New York Jets,@,San Diego Chargers,boxscore,20,17,New York Jets,17,4,12,7,16,6,10,10,1,9,1,7,10,8,25,10,30,10,22,14,21,15,4,10,11,18,20,14,3,11,3,5,10,6,5,3,2,8,2,1,2,1,32,13,10,5,1,8,8,8
2004,1,WildCard,Sat,1/8/2005,St. Louis Rams,@,Seattle Seahawks,boxscore,27,20,St. Louis Rams,19,25,6,17,12,18,7,19,29,31,28,26,8,22,3,11,5,9,5,11,14,20,29,32,9,14,5,16,30,23,25,29,17,18,12,24,16,28,30,13,26,6,26,5,16,29,32,31,12,27
2004,1,WildCard,Sun,1/9/2005,Indianapolis Colts,,Denver Broncos,boxscore,49,24,Indianapolis Colts,1,19,2,29,25,27,1,27,2,4,2,2,2,29,6,31,15,30,1,28,1,22,2,10,1,23,1,30,20,15,15,24,22,14,12,28,17,20,10,19,3,12,1,2,1,24,3,4,1,23
2004,1,WildCard,Sun,1/9/2005,Minnesota Vikings,@,Green Bay Packers,boxscore,31,17,Minnesota Vikings,6,26,4,28,22,22,2,29,5,25,6,20,4,31,2,28,8,27,2,29,2,27,7,28,2,28,4,32,28,13,18,21,29,21,2,28,14,24,21,15,13,24,15,3,5,32,9,20,3,32
2004,2,Division,Sat,1/15/2005,Atlanta Falcons,,St. Louis Rams,boxscore,47,17,Atlanta Falcons,16,14,20,14,24,16,16,15,22,11,25,10,19,20,32,24,31,19,30,22,28,11,15,10,24,18,32,23,5,12,1,8,3,29,1,10,4,21,13,31,15,18,9,3,19,16,23,10,16,14
2004,2,Division,Sat,1/15/2005,Pittsburgh Steelers,,New York Jets,boxscore,20,17,Pittsburgh Steelers,11,1,16,1,11,1,20,3,5,11,4,10,11,2,31,4,32,5,28,4,19,1,9,10,8,3,26,5,1,2,2,1,6,6,20,3,3,3,5,7,6,11,15,11,9,7,7,7,13,6
2004,2,Division,Sun,1/16/2005,New England Patriots,,Indianapolis Colts,boxscore,20,3,New England Patriots,4,2,7,9,6,13,10,10,15,4,23,3,6,10,20,21,22,26,11,17,6,8,11,7,7,9,7,17,5,5,7,6,10,9,17,10,7,6,6,22,5,29,9,21,2,2,19,1,4,3
2004,2,Division,Sun,1/16/2005,Philadelphia Eagles,,Minnesota Vikings,boxscore,27,14,Philadelphia Eagles,8,2,9,10,27,26,5,7,7,18,16,20,14,13,8,27,9,29,7,12,4,3,4,15,9,3,10,11,31,16,24,16,22,18,9,19,23,17,28,24,22,27,17,26,8,4,5,21,7,12
2004,3,ConfChamp,Sun,1/23/2005,New England Patriots,@,Pittsburgh Steelers,boxscore,41,27,New England Patriots,4,2,7,9,6,13,10,10,15,4,23,3,6,10,20,21,22,26,11,17,6,8,11,7,7,9,7,17,5,5,7,6,10,9,17,10,7,6,6,22,5,29,9,21,2,2,19,1,4,3
2004,3,ConfChamp,Sun,1/23/2005,Philadelphia Eagles,,Atlanta Falcons,boxscore,27,10,Philadelphia Eagles,8,2,9,10,27,26,5,7,7,18,16,20,14,13,8,27,9,29,7,12,4,3,4,15,9,3,10,11,31,16,24,16,22,18,9,19,23,17,28,24,22,27,17,26,8,4,5,21,7,12
2004,4,SuperBowl,Sun,2/6/2005,New England Patriots,N,Philadelphia Eagles,boxscore,24,21,New England Patriots,4,2,7,9,6,13,10,10,15,4,23,3,6,10,20,21,22,26,11,17,6,8,11,7,7,9,7,17,5,5,7,6,10,9,17,10,7,6,6,22,5,29,9,21,2,2,19,1,4,3
2003,1,WildCard,Sat,1/3/2004,Carolina Panthers,,Dallas Cowboys,boxscore,29,10,Carolina Panthers,15,10,16,8,17,14,16,6,22,18,26,24,19,8,28,16,28,20,18,9,17,14,13,12,8,6,25,11,3,9,7,11,24,7,17,13,11,6,24,23,23,28,18,27,15,6,21,20,16,4
2003,1,WildCard,Sat,1/3/2004,Tennessee Titans,@,Baltimore Ravens,boxscore,20,17,Tennessee Titans,5,13,8,12,15,3,7,23,4,8,19,9,10,9,11,29,22,27,5,30,3,17,2,8,1,24,2,16,9,1,26,1,21,7,31,7,28,4,21,10,17,12,31,25,3,15,2,9,9,9
2003,1,WildCard,Sun,1/4/2004,Indianapolis Colts,,Denver Broncos,boxscore,41,10,Indianapolis Colts,2,20,3,11,7,2,4,20,2,12,11,4,1,11,1,5,5,1,1,5,4,10,3,16,2,18,1,2,13,10,19,20,10,28,26,23,13,23,7,28,2,26,3,12,1,16,3,12,3,18
2003,1,WildCard,Sun,1/4/2004,Green Bay Packers,,Seattle Seahawks,boxscore,33,27,Green Bay Packers,4,11,4,17,20,23,3,10,25,10,15,20,7,14,15,25,27,31,16,23,1,10,27,8,5,10,15,20,5,6,3,10,5,7,2,16,2,10,3,12,5,9,24,16,5,14,22,10,5,6
2003,2,Division,Sat,1/10/2004,New England Patriots,,Tennessee Titans,boxscore,17,14,New England Patriots,12,1,17,7,6,29,21,4,8,2,15,15,16,17,8,27,6,32,9,15,11,1,6,1,13,1,11,23,12,4,27,4,24,7,30,6,23,10,22,19,25,16,14,16,18,1,6,2,15,2
2003,2,Division,Sat,1/10/2004,Carolina Panthers,@,St. Louis Rams,boxscore,29,23,Carolina Panthers,15,10,16,8,17,14,16,6,22,18,26,24,19,8,28,16,28,20,18,9,17,14,13,12,8,6,25,11,3,9,7,11,24,7,17,13,11,6,24,23,23,28,18,27,15,6,21,20,16,4
2003,2,Division,Sun,1/11/2004,Philadelphia Eagles,,Green Bay Packers,boxscore,20,17,Philadelphia Eagles,11,7,18,20,29,28,10,15,5,18,15,9,13,21,25,31,25,28,20,16,22,7,4,26,20,9,18,18,25,21,9,22,2,18,4,23,12,22,9,29,12,32,1,4,10,9,3,17,8,12
2003,2,Division,Sun,1/11/2004,Indianapolis Colts,@,Kansas City Chiefs,boxscore,38,31,Indianapolis Colts,2,20,3,11,7,2,4,20,2,12,11,4,1,11,1,5,5,1,1,5,4,10,3,16,2,18,1,2,13,10,19,20,10,28,26,23,13,23,7,28,2,26,3,12,1,16,3,12,3,18
2003,3,ConfChamp,Sun,1/18/2004,New England Patriots,,Indianapolis Colts,boxscore,24,14,New England Patriots,12,1,17,7,6,29,21,4,8,2,15,15,16,17,8,27,6,32,9,15,11,1,6,1,13,1,11,23,12,4,27,4,24,7,30,6,23,10,22,19,25,16,14,16,18,1,6,2,15,2
2003,3,ConfChamp,Sun,1/18/2004,Carolina Panthers,@,Philadelphia Eagles,boxscore,14,3,Carolina Panthers,15,10,16,8,17,14,16,6,22,18,26,24,19,8,28,16,28,20,18,9,17,14,13,12,8,6,25,11,3,9,7,11,24,7,17,13,11,6,24,23,23,28,18,27,15,6,21,20,16,4
2003,4,SuperBowl,Sun,2/1/2004,New England Patriots,N,Carolina Panthers,boxscore,32,29,New England Patriots,12,1,17,7,6,29,21,4,8,2,15,15,16,17,8,27,6,32,9,15,11,1,6,1,13,1,11,23,12,4,27,4,24,7,30,6,23,10,22,19,25,16,14,16,18,1,6,2,15,2
