Season,MaxRound,Team,GamesPlayed,OffTotPoints,OffTotYards,OffTotPlaysRun,OffTotYardsPerPlay,OffTotTurnovers,OffTotFumbles,OffTot1stDowns,OffPassCompletions,OffPassAttempts,OffPassYards,OffPassTouchdowns,OffPassInterceptions,OffPassNetYardsPerAttempt,OffPass1stDowns,OffRushAttempts,OffRushYards,OffRushTouchdowns,OffRushYardsPerAttempt,OffRush1stDowns,OffNumOfPenalties,OffPenaltyYards,Off1stDownsByPenalty,OffPctOfDrivesEndingInScore,OffPctOfDrivesEndingInTurnover,OffExpectedPointsContributed,DefTotPoints,DefTotYards,DefTotPlaysRun,DefTotYardsPerPlay,DefTotTakeaways,DefTotFumbles,DefTot1stDowns,DefPassCompletions,DefPassAttempts,DefPassYards,DefPassTouchdowns,DefPassInterceptions,DefPassNetYardsPerAttempt,DefPass1stDowns,DefRushAttempts,DefRushYards,DefRushTouchdowns,DefRushYardsPerAttempt,DefRush1stDowns,DefNumOfPenalties,DefPenaltyYards,Def1stDownsByPenalty,DefPctOfDrivesEndingInScore,DefPctOfDrivesEndingInTurnover,DefExpectedPointsContributed,OffTotPointsRank,OffTotYardsRank,OffTotPlaysRunRank,OffTotYardsPerPlayRank,OffTotTurnoversRank,OffTotFumblesRank,OffTot1stDownsRank,OffPassCompletionsRank,OffPassAttemptsRank,OffPassYardsRank,OffPassTouchdownsRank,OffPassInterceptionsRank,OffPassNetYardsPerAttemptRank,OffPass1stDownsRank,OffRushAttemptsRank,OffRushYardsRank,OffRushTouchdownsRank,OffRushYardsPerAttemptRank,OffRush1stDownsRank,OffNumOfPenaltiesRank,OffPenaltyYardsRank,Off1stDownsByPenaltyRank,OffPctOfDrivesEndingInScoreRank,OffPctOfDrivesEndingInTurnoverRank,OffExpectedPointsContributedRank,DefTotPointsRank,DefTotYardsRank,DefTotPlaysRunRank,DefTotYardsPerPlayRank,DefTotTakeawaysRank,DefTotFumblesRank,DefTot1stDownsRank,DefPassCompletionsRank,DefPassAttemptsRank,DefPassYardsRank,DefPassTouchdownsRank,DefPassInterceptionsRank,DefPassNetYardsPerAttemptRank,DefPass1stDownsRank,DefRushAttemptsRank,DefRushYardsRank,DefRushTouchdownsRank,DefRushYardsPerAttemptRank,DefRush1stDownsRank,DefNumOfPenaltiesRank,DefPenaltyYardsRank,Def1stDownsByPenaltyRank,DefPctOfDrivesEndingInScoreRank,DefPctOfDrivesEndingInTurnoverRank,DefExpectedPointsContributedRank,Selection,SelectionCount
2016,1,Houston Texans,16,279,5035,1071,4.7,24,8,305,347,583,3176,15,16,5.2,173,456,1859,8,4.1,102,87,868,30,31.4,11.4,-102.3,328,4821,950,5.1,17,6,272,319,522,3226,20,11,5.8,157,397,1595,13,4.0,87,114,949,28,31.7,9.1,88.96,28,29,5,31,19,11,23,21,14,29,30,23,30,27,6,8,30,18,9,1,13,16,23,18,31,11,1,1,6,26,26,1,3,3,2,6,21,4,1,12,12,17,13,8,25,20,11,7,26,5,105,900.0
2016,4,New England Patriots,16,441,6180,1056,5.9,11,9,351,368,550,4308,32,2,7.5,203,482,1872,19,3.9,109,93,819,39,42.9,4.9,113.38,250,5223,998,5.2,23,10,294,368,596,3806,21,13,6.0,190,368,1417,6,3.9,81,113,930,23,26.8,11.2,108.15,3,4,7,5,1,17,5,15,23,4,6,1,3,16,3,7,5,24,6,4,4,3,6,1,3,1,8,9,9,14,12,3,17,26,12,9,16,6,13,3,3,1,9,5,23,17,4,1,20,2,402,1500.0
2016,2,Pittsburgh Steelers,16,399,5962,1026,5.8,18,3,336,381,596,4202,33,15,6.8,210,409,1760,13,4.3,97,112,1068,29,38.5,9.9,-22.48,327,5482,997,5.5,23,10,313,381,590,3882,20,13,6.2,184,369,1600,15,4.3,95,109,920,34,34.5,11.9,13.12,10,7,14,7,12,1,12,8,9,5,4,19,8,11,16,14,17,13,14,23,27,18,10,13,13,10,12,8,15,14,12,11,26,23,16,6,16,13,8,4,13,19,18,20,18,14,23,12,15,16,216,300.0
2016,1,Seattle Seahawks,16,354,5715,1012,5.6,18,6,313,368,567,4124,23,12,6.8,203,403,1591,13,3.9,85,117,970,25,37.3,9.7,-11.48,292,5099,1020,5.0,19,8,307,331,537,3612,16,11,6.2,180,441,1487,16,3.4,94,103,925,33,28.3,10.3,69.7,18,12,18,13,12,5,22,15,18,10,18,14,8,16,20,25,17,24,23,26,24,26,13,11,12,3,5,17,3,22,21,10,6,5,8,3,21,13,6,25,7,22,1,17,9,16,20,3,21,8,108,2100.0
2017,1,Atlanta Falcons,16,353,5837,984,5.9,18,6,330,343,530,3990,21,12,7.2,200,430,1847,12,4.3,101,102,918,29,41.2,10.3,-46.05,315,5094,994,5.1,16,8,323,362,553,3429,22,8,5.8,197,402,1665,9,4.1,97,103,880,29,36.0,9.1,127.47,15,8,25,4,9,9,9,16,20,8,21,13,3,8,16,13,16,8,8,13,14,22,6,12,10,8,9,9,11,27,18,21,25,16,12,13,29,10,24,7,9,7,17,21,14,12,12,21,26,9,109,1200.0
2017,2,Jacksonville Jaguars,16,417,5855,1078,5.4,23,10,332,316,527,3593,21,13,6.5,193,527,2262,18,4.3,101,112,936,38,34.7,11.1,-36.01,268,4578,993,4.6,33,12,257,289,509,2718,17,21,4.8,143,429,1860,9,4.3,91,112,1050,23,23.9,15.6,252.15,5,6,1,12,20,20,7,23,21,17,21,17,11,12,1,1,3,8,8,22,18,4,15,15,7,2,2,8,1,2,5,1,1,4,1,3,2,1,1,13,21,7,24,15,25,29,2,1,3,1,201,1500.0
2017,2,Minnesota Vikings,16,382,5710,1055,5.4,14,6,334,357,527,3753,25,8,6.8,196,501,1957,15,3.9,100,100,949,38,38.9,7.6,-54.08,252,4415,956,4.6,19,5,260,324,555,3078,13,14,5.2,168,364,1337,10,3.7,59,105,928,33,27.9,10.1,145.07,10,11,7,12,3,9,6,12,21,11,13,3,9,11,2,7,8,23,10,11,21,4,8,3,12,1,1,4,1,23,30,2,7,19,2,1,13,2,5,3,2,10,5,1,15,20,20,3,22,5,205,600.0
2017,3,New England Patriots,16,458,6307,1070,5.9,12,4,389,389,587,4418,32,8,7.1,232,448,1889,16,4.2,107,95,835,50,49.4,6.9,114.84,296,5856,1022,5.7,18,6,325,367,590,4020,24,12,6.4,204,390,1836,6,4.7,98,111,1035,23,30.2,9.9,12.09,2,1,4,4,2,3,1,1,7,2,3,3,5,2,11,10,6,12,6,7,8,1,1,2,1,5,29,19,29,25,25,24,28,30,30,19,18,21,28,5,20,2,30,22,24,27,2,6,24,30,330,300.0
2017,1,New Orleans Saints,16,448,6259,1000,6.3,18,10,332,386,536,4189,23,8,7.5,201,444,2070,23,4.7,111,105,967,20,44.6,9.1,7.38,326,5384,1002,5.4,25,5,308,329,554,3597,22,20,6.0,172,406,1787,11,4.4,92,108,850,44,33.3,13.6,64.3,4,2,19,1,9,20,7,2,19,5,16,3,1,7,13,5,1,1,3,16,23,32,4,9,3,10,17,13,22,10,30,15,12,17,15,13,3,15,7,9,16,14,27,16,19,7,30,15,7,19,119,600.0
2017,4,Philadelphia Eagles,16,457,5852,1073,5.5,20,11,338,341,564,3737,38,9,6.2,193,473,2115,9,4.5,108,116,962,37,40.3,9.4,21.06,295,4904,976,5.0,31,12,272,363,601,3637,24,19,5.7,177,337,1267,7,3.8,62,101,917,33,27.1,15.4,162.09,3,7,3,9,11,23,4,17,13,13,1,6,13,12,6,3,24,4,5,26,22,6,7,10,2,4,4,6,7,4,5,5,26,31,17,19,4,7,10,1,1,4,6,2,8,18,20,2,4,3,403,600.0
2017,1,Tennessee Titans,16,334,5024,974,5.2,25,8,290,306,496,3191,14,17,6.0,157,443,1833,18,4.1,97,85,785,36,35.1,12.6,-134.32,356,5248,1046,5.0,21,9,323,369,605,3828,27,12,5.9,231,398,1420,5,3.6,68,119,942,24,37.3,10.8,77.51,19,23,29,17,24,15,22,26,28,23,30,26,17,28,14,15,3,16,13,2,5,7,14,24,24,17,13,27,7,17,15,21,29,32,25,24,18,13,32,6,4,1,4,4,29,22,6,26,17,18,118,900.0
2018,1,Dallas Cowboys,16,339,5501,1022,5.4,17,9,322,356,527,3538,22,8,6.1,184,439,1963,13,4.5,113,104,885,25,37.9,10.1,83.04,324,5268,981,5.4,20,11,309,367,542,3755,22,9,6.5,193,400,1513,12,3.8,89,89,681,27,36.5,12.0,-52.66,22,22,11,21,5,17,19,17,21,23,22,5,21,20,10,10,17,13,7,12,11,26,14,10,16,6,7,10,10,17,9,9,20,15,13,9,26,17,13,12,5,12,4,10,2,1,12,18,15,14,114,600.0
2018,1,Indianapolis Colts,16,433,6179,1070,5.8,24,9,371,432,644,4461,39,15,6.7,237,408,1718,13,4.2,96,120,953,38,41.2,13.2,140.47,344,5435,997,5.5,26,11,315,384,542,3805,21,15,6.6,203,417,1630,12,3.9,87,131,1115,25,35.5,14.5,-37.23,5,7,3,12,23,17,6,2,2,6,2,23,10,5,17,20,17,23,16,29,19,6,6,23,8,10,11,15,13,11,9,12,24,15,16,5,11,21,23,16,8,12,6,8,31,30,8,16,8,9,109,1200.0
2018,2,Kansas City Chiefs,16,565,6810,996,6.8,18,6,384,385,583,4955,50,12,8.1,239,387,1855,16,4.8,108,137,1152,37,52.6,10.5,298.14,421,6488,1109,5.9,27,12,419,406,632,4374,30,15,6.4,247,425,2114,19,5.0,129,107,881,43,40.8,14.9,-163.28,1,1,23,1,8,5,3,8,9,3,1,14,1,3,23,16,8,5,9,32,32,8,1,12,1,24,31,31,24,8,5,32,31,32,31,23,11,13,32,17,27,29,31,30,15,14,32,28,5,30,230,300.0
2018,1,Los Angeles Chargers,16,428,5962,945,6.3,19,7,338,348,512,4089,32,12,7.5,213,399,1873,16,4.7,100,113,967,25,42.4,10.0,170.19,329,5339,981,5.4,20,7,311,351,548,3646,23,13,6.2,178,395,1693,11,4.3,101,103,828,32,33.7,11.8,-38.61,7,11,28,3,13,11,13,19,24,10,8,14,4,9,19,15,8,8,13,21,23,26,5,9,5,8,9,10,10,17,21,10,13,18,9,12,16,10,5,11,9,7,13,16,13,9,18,9,16,10,110,300.0
2018,3,Los Angeles Rams,16,527,6738,1060,6.4,19,7,401,368,568,4507,32,12,7.5,236,459,2231,23,4.9,134,96,878,31,48.6,9.8,239.79,384,5737,960,6.0,30,12,322,347,533,3780,31,18,6.6,185,386,1957,12,5.1,101,99,852,36,38.2,16.9,-74.04,2,2,4,2,13,11,1,15,14,5,8,14,4,6,8,3,2,3,2,7,10,14,3,8,2,20,19,4,27,3,5,17,12,10,14,25,3,21,8,10,23,12,32,16,9,12,23,22,2,17,317,300.0
2018,4,New England Patriots,16,436,6295,1073,5.9,18,7,365,378,574,4258,29,11,7.2,206,478,2037,18,4.3,131,93,744,28,40.8,9.2,190.96,325,5746,1002,5.7,28,10,322,370,605,3943,29,18,6.2,208,367,1803,7,4.9,93,91,838,21,32.6,15.0,-32.66,4,5,2,8,8,11,8,12,12,8,12,10,6,14,3,5,4,18,5,4,2,19,7,4,4,7,21,18,19,6,12,17,22,28,22,20,3,10,25,6,11,2,28,13,3,11,3,4,4,8,408,600.0
2018,2,New Orleans Saints,16,504,6067,1010,6.0,16,9,377,381,519,4042,33,7,7.5,210,471,2025,26,4.3,134,94,939,33,51.8,9.5,237.73,353,5585,978,5.7,24,12,333,384,573,4302,30,12,6.9,224,356,1283,12,3.6,72,85,814,37,36.0,14.6,-83.8,3,8,17,7,3,17,5,11,23,12,7,3,4,11,5,7,1,18,2,5,15,10,2,5,3,14,14,9,19,13,5,22,24,22,29,23,20,27,30,4,2,12,2,3,1,7,26,17,6,18,218,900.0
2018,1,Philadelphia Eagles,16,367,5845,1037,5.6,23,12,346,422,599,4275,29,11,6.7,221,398,1570,12,3.9,94,100,852,31,38.1,12.5,91.97,348,5859,1002,5.8,17,7,308,417,626,4308,22,10,6.4,215,332,1551,14,4.7,71,115,995,22,38.6,9.1,-90.19,18,14,8,16,20,29,11,5,7,7,12,10,10,7,20,28,21,30,18,9,8,14,13,21,14,12,23,18,23,24,21,8,32,30,30,9,25,13,27,1,7,19,22,2,23,24,4,23,25,21,121,300.0
2019,2,Green Bay Packers,16,376,5528,1020,5.4,13,9,320,356,573,3733,26,4,6.1,190,411,1795,18,4.4,90,100,774,40,37.3,6.8,113.4,313,5642,998,5.7,25,8,310,326,546,3721,19,17,6.3,191,411,1921,15,4.7,99,97,968,20,34.3,14.0,-59.65,15,18,14,18,2,16,16,16,16,17,14,1,17,17,13,15,8,14,18,9,5,6,12,2,8,9,18,10,20,7,22,11,7,15,14,6,3,16,15,14,23,23,25,18,7,23,1,12,7,18,218,900.0
2019,1,Houston Texans,16,378,5792,1017,5.7,22,8,346,355,534,3783,27,14,6.5,203,434,2009,17,4.6,112,111,892,31,37.9,12.4,118.67,385,6213,1020,6.1,22,10,346,375,586,4276,33,12,6.9,220,403,1937,12,4.8,98,109,859,28,38.8,12.9,-155.87,14,13,17,12,18,12,9,18,20,15,12,20,13,11,12,9,11,9,6,20,14,19,10,22,6,19,28,18,31,15,11,26,25,25,29,28,19,25,28,10,25,11,27,17,16,12,7,21,10,29,129,600.0
2019,4,Kansas City Chiefs,16,451,6067,976,6.2,15,10,350,378,576,4498,30,5,7.5,211,375,1569,16,4.2,93,107,1029,46,48.8,7.9,263.38,308,5594,1043,5.4,23,7,344,352,582,3543,21,16,5.7,190,416,2051,14,4.9,115,116,844,39,34.1,13.4,-56.69,5,6,25,2,4,20,6,9,15,5,6,2,2,9,27,23,13,20,15,15,26,1,2,4,1,7,17,23,14,12,25,23,18,23,8,9,5,5,13,17,26,18,28,28,25,10,27,11,9,17,417,300.0
2019,1,Minnesota Vikings,16,407,5656,970,5.8,20,12,314,319,466,3523,26,8,7.1,171,476,2133,19,4.5,106,96,895,37,41.6,10.4,98.01,303,5465,1053,5.2,31,14,324,394,601,3737,23,17,5.8,215,404,1728,8,4.3,78,83,713,31,34.7,17.3,-3.88,8,16,27,10,14,26,21,24,30,23,14,7,6,25,4,6,6,11,10,7,16,9,6,14,9,5,14,24,10,4,5,14,29,28,15,14,3,7,27,11,13,3,18,7,1,1,15,13,2,9,109,1200.0
2019,3,San Francisco 49ers,16,479,6097,1012,6.0,23,10,336,331,478,3792,28,13,7.4,195,498,2305,23,4.6,110,105,939,31,44.3,12.0,140.39,310,4509,968,4.7,27,15,285,318,519,2707,23,12,4.8,150,401,1802,11,4.5,105,116,957,30,28.8,14.1,84.41,2,4,19,5,20,20,14,22,29,13,10,18,3,14,2,2,1,9,7,13,22,19,5,20,5,8,2,6,2,6,4,3,5,6,1,14,19,1,1,9,17,7,22,23,25,19,11,3,6,3,303,600.0
2019,1,Seattle Seahawks,16,405,5991,1046,5.7,20,14,341,341,517,3791,31,6,6.7,190,481,2200,15,4.6,121,109,882,30,36.5,10.6,86.55,398,6106,1014,6.0,32,16,346,383,598,4223,19,16,6.7,224,388,1883,22,4.9,97,96,798,25,36.9,16.2,-83.02,9,8,10,12,14,29,11,21,23,14,4,3,12,17,3,4,16,9,3,17,13,22,13,15,11,22,26,14,28,3,2,26,27,26,27,6,5,23,30,7,22,30,28,16,6,5,4,19,4,19,119,600.0
2019,2,Tennessee Titans,16,402,5805,949,6.1,17,9,317,297,448,3582,29,8,7.1,177,445,2223,21,5.0,104,99,932,36,31.4,8.6,115.88,331,5752,1056,5.4,23,9,335,386,598,4080,25,14,6.4,213,415,1672,14,4.0,95,125,1025,27,31.7,11.6,-49.2,10,12,30,3,7,16,17,31,31,21,8,7,6,23,10,3,2,2,12,8,20,10,24,6,7,12,21,26,14,12,17,20,28,26,24,18,9,19,25,16,12,18,7,14,31,26,5,6,16,15,215,600.0
2020,1,Baltimore Ravens,16,468,5810,993,5.9,18,7,327,257,406,2739,27,11,6.3,142,555,3071,24,5.5,166,104,961,19,45.3,10.6,148.3,303,5276,1017,5.2,22,12,347,380,596,3536,22,10,5.6,213,382,1740,12,4.6,96,77,646,38,30.0,12.4,-17.69,7,19,25,9,11,12,24,32,32,32,15,12,20,32,1,1,3,1,1,28,30,32,8,13,10,2,7,11,7,13,3,16,24,27,6,6,25,4,22,3,8,5,24,6,3,4,27,3,11,5,105,900.0
2020,2,Buffalo Bills,16,501,6343,1034,6.1,22,11,397,410,596,4620,40,11,7.4,240,411,1723,16,4.2,119,102,941,38,49.4,11.8,228.66,375,5640,1025,5.5,26,11,351,369,573,3726,23,15,6.1,199,414,1914,21,4.6,125,86,728,27,39.4,15.3,-123.1,2,2,15,6,21,26,1,5,11,3,4,12,3,3,18,20,16,21,11,27,28,4,2,18,5,16,14,17,14,3,5,17,17,22,13,10,9,9,13,12,17,27,24,25,14,13,13,15,2,19,219,300.0
2020,1,Cleveland Browns,16,408,5913,1022,5.8,16,8,355,315,501,3539,27,8,6.7,195,495,2374,21,4.8,133,100,870,27,40.6,9.7,159.48,419,5735,1035,5.5,21,10,352,371,585,3962,31,11,6.4,214,412,1773,16,4.3,116,84,690,22,43.0,12.7,-150.42,14,16,20,12,5,16,15,29,28,24,15,5,11,24,4,3,5,6,7,25,25,24,14,9,8,21,17,19,14,19,9,18,21,25,22,25,20,17,23,10,9,15,12,22,10,7,3,20,10,25,125,300.0
2020,2,Green Bay Packers,16,509,6224,990,6.3,11,6,358,372,526,4106,48,5,7.5,216,443,2118,16,4.8,114,84,684,28,49.7,5.6,290.75,369,5344,974,5.5,18,7,332,346,536,3539,23,11,6.1,184,397,1805,16,4.5,119,79,734,29,39.9,11.4,-109.67,1,5,28,2,1,9,13,17,24,9,1,1,2,11,12,8,16,6,13,12,10,22,1,1,1,13,9,1,14,25,22,10,10,7,7,10,20,9,6,8,13,15,18,24,6,15,15,16,19,17,217,300.0
2020,3,Kansas City Chiefs,16,473,6653,1057,6.3,16,9,397,420,630,4854,40,7,7.4,255,403,1799,13,4.5,110,105,919,32,47.9,9.2,280.82,362,5733,1022,5.6,22,6,353,349,557,3779,29,16,6.4,202,433,1954,14,4.5,113,97,760,38,36.1,13.0,-127.89,6,1,7,2,5,20,1,2,3,1,4,3,3,1,23,16,24,11,17,29,27,16,4,8,2,10,16,14,19,13,26,19,12,17,14,21,5,17,15,19,21,11,18,17,24,17,27,9,9,21,321,600.0
2020,1,Los Angeles Rams,16,372,6032,1088,5.5,25,11,352,392,590,4014,20,14,6.5,206,473,2018,19,4.3,123,71,655,23,34.2,12.5,57.24,296,4511,989,4.6,22,8,280,347,548,3051,17,14,5.1,170,388,1460,12,3.8,91,78,582,19,27.9,12.0,85.89,22,11,3,18,25,26,16,9,12,13,26,24,17,17,7,10,11,16,9,2,6,29,25,21,22,1,1,3,1,13,17,1,11,15,1,1,12,1,3,4,3,5,3,3,4,2,1,1,17,1,101,600.0
2020,1,New Orleans Saints,16,482,6023,1045,5.8,17,9,367,370,522,3758,28,8,6.8,199,494,2265,30,4.6,147,98,1005,21,45.5,9.0,176.94,337,4974,992,5.0,26,8,320,333,557,3472,28,18,5.8,185,390,1502,11,3.9,85,64,517,50,34.7,13.1,-40.02,5,12,10,12,7,20,8,21,25,19,11,5,10,23,5,6,1,10,2,23,31,30,7,7,6,5,4,4,4,3,17,6,4,17,5,17,2,5,7,5,4,2,4,2,1,1,32,7,8,8,108,2100.0
2020,4,Tampa Bay Buccaneers,16,492,6145,1017,6.0,17,5,364,410,626,4626,42,12,7.1,238,369,1519,16,4.1,82,84,715,44,47.8,8.9,246.24,355,5234,1023,5.1,25,10,319,426,617,3945,29,15,5.9,215,358,1289,10,3.6,78,95,1015,26,33.7,14.0,-22.04,3,7,23,7,7,4,10,5,6,2,2,16,8,4,29,28,16,25,30,12,14,2,6,6,3,8,6,16,6,5,9,5,31,29,21,21,9,7,24,1,1,1,1,1,22,31,10,6,4,6,406,600.0
2021,3,Cincinnati Bengals,17,460,6145,1046,5.9,21,7,337,384,555,4403,36,14,7.2,208,436,1742,16,4.0,96,72,620,33,42.6,10.0,118.5,376,5964,1075,5.5,21,8,339,420,626,4222,26,13,6.3,213,407,1742,15,4.3,107,116,946,19,33.9,11.1,-45.38,7,13,25,6,12,11,18,15,20,7,7,17,3,11,19,23,15,24,24,2,1,11,12,12,12,17,18,17,20,17,15,15,30,28,26,14,17,21,21,5,5,15,15,11,27,25,1,7,17,12,312,600.0
2021,2,Kansas City Chiefs,17,480,6746,1134,5.9,25,12,419,448,675,4791,37,13,6.8,267,431,1955,16,4.5,119,111,925,33,48.2,13.7,261.77,364,6272,1060,5.9,29,14,363,401,610,4273,27,15,6.7,209,419,1999,15,4.8,121,116,911,33,37.3,16.0,-131.68,4,3,5,6,23,31,1,2,2,4,6,12,9,2,20,16,15,8,12,24,22,11,1,26,1,8,27,13,29,5,2,24,25,23,27,17,12,26,19,6,21,15,31,22,27,22,17,18,4,26,226,300.0
2021,4,Los Angeles Rams,17,460,6325,1058,6.0,23,5,355,406,607,4642,41,18,7.3,233,420,1683,10,4.0,99,76,637,23,45.9,12.2,161.53,372,5863,1118,5.2,25,6,347,416,625,4109,17,19,6.1,214,443,1754,18,4.0,111,88,688,22,35.9,13.3,-17.07,7,9,18,3,18,2,12,9,10,5,2,27,2,7,23,25,29,24,23,3,2,31,3,17,6,15,17,28,8,11,28,19,29,27,22,2,4,14,24,17,6,24,6,16,4,2,5,13,9,8,408,600.0
2021,2,San Francisco 49ers,17,427,6387,1046,6.1,24,10,361,343,514,4221,26,14,7.7,200,499,2166,22,4.3,130,102,1066,31,41.2,11.5,130.03,365,5270,1032,5.1,20,11,318,372,545,3510,25,9,5.9,180,439,1760,17,4.0,97,94,793,41,34.4,9.3,-52.77,13,7,25,1,21,24,11,26,29,12,14,17,1,15,5,7,5,17,8,13,30,17,13,15,8,9,3,5,4,19,6,6,14,7,6,12,27,8,5,14,7,21,6,5,11,7,32,9,24,14,214,900.0
2021,1,Tampa Bay Buccaneers,17,511,6901,1139,6.1,19,7,404,492,731,5229,43,12,6.9,273,385,1672,18,4.3,106,97,874,25,44.3,9.8,216.14,353,5635,1093,5.2,29,12,344,445,680,4062,26,17,5.6,214,366,1573,11,4.3,94,79,635,36,33.5,14.7,-0.6,2,2,4,1,8,11,2,1,1,1,1,10,6,1,31,26,10,17,19,10,20,30,8,10,3,5,13,22,8,5,4,17,32,32,21,14,8,3,24,1,3,5,15,4,1,1,24,6,6,4,104,600.0
2022,1,Buffalo Bills,16,455,6361,1037,6.1,27,13,367,361,574,4129,35,14,6.8,212,430,2232,15,5.2,128,92,709,27,45.0,15.2,157.46,286,5106,997,5.1,27,10,313,362,570,3433,21,17,5.6,181,387,1673,10,4.3,103,89,754,29,31.0,14.3,4.46,4,4,23,2,30,30,5,14,14,8,2,19,6,8,20,9,16,2,10,16,10,18,2,31,5,2,1,3,8,5,13,5,16,19,9,9,5,5,10,1,4,6,12,10,9,12,20,3,5,8,108,2100.0
2022,2,Cincinnati Bengals,16,418,5768,1053,5.5,18,6,357,418,610,4240,35,12,6.5,221,399,1528,14,3.8,96,81,623,40,41.5,9.7,147.62,322,5371,996,5.4,24,11,295,329,559,3665,17,13,6.2,173,407,1706,12,4.2,102,100,832,20,36.4,13.1,-20.02,8,15,17,12,4,4,6,6,7,7,2,12,8,6,29,29,19,29,24,4,2,2,6,7,6,5,7,2,17,12,6,3,7,15,16,3,18,18,6,5,5,11,8,8,25,24,2,18,9,9,209,1200.0
2022,1,Dallas Cowboys,17,467,6034,1114,5.4,23,5,347,355,556,3736,28,18,6.4,194,531,2298,24,4.3,129,104,842,24,41.5,10.8,112.34,342,5613,1101,5.1,33,17,327,345,550,3415,23,16,5.7,174,497,2198,9,4.4,119,98,851,34,33.5,16.2,31.77,3,10,8,15,21,2,11,18,19,14,9,30,9,12,6,8,2,20,8,24,23,24,6,13,7,6,13,27,8,1,1,15,11,11,8,15,8,8,7,27,22,3,16,18,22,27,27,8,1,4,104,600.0
2022,1,Jacksonville Jaguars,17,404,6075,1072,5.7,22,13,352,394,596,3959,25,9,6.3,208,448,2116,16,4.7,114,90,674,30,39.2,12.2,103.21,350,6006,1106,5.4,27,13,350,385,601,4055,25,14,6.4,211,470,1951,14,4.2,114,90,683,25,36.1,14.4,-52.27,10,9,16,8,15,30,8,9,9,10,14,4,11,9,16,14,12,9,16,13,6,9,11,24,8,12,24,29,17,5,2,24,23,27,28,20,14,23,29,20,12,15,8,15,11,3,9,17,4,18,118,900.0
2022,4,Kansas City Chiefs,17,496,7032,1094,6.4,23,11,408,435,651,5062,41,12,7.5,272,417,1970,18,4.7,105,87,838,31,46.4,10.1,261.8,369,5579,1093,5.1,20,9,337,408,619,3756,33,11,5.6,207,419,1823,10,4.4,102,98,734,28,35.9,10.3,-49.5,1,1,11,1,21,25,1,4,5,1,1,12,1,1,24,20,8,9,19,7,20,7,1,8,1,16,12,24,8,22,19,19,28,30,19,32,22,5,27,6,8,6,16,8,22,11,17,14,21,14,414,300.0
2022,1,New York Giants,17,365,5676,1089,5.2,16,10,352,346,520,3157,17,6,5.5,170,520,2519,21,4.8,150,106,827,32,37.3,7.3,78.05,371,6089,1078,5.6,19,13,370,349,568,3638,21,6,6.0,200,469,2451,16,5.2,134,111,819,36,39.8,8.8,-125.22,15,18,13,22,2,21,8,22,25,26,25,1,27,24,8,4,4,6,4,26,19,5,15,1,11,17,25,18,24,25,2,30,13,18,15,9,31,13,22,19,27,20,30,28,30,23,30,25,26,29,129,600.0
2022,3,Philadelphia Eagles,17,477,6614,1124,5.9,19,10,385,350,536,4105,25,9,7.1,195,544,2509,32,4.6,161,90,682,29,42.5,10.2,210.87,344,5125,1072,4.8,27,10,325,350,556,3057,22,17,4.9,186,446,2068,15,4.6,115,95,798,24,32.4,15.1,39.93,2,2,5,5,6,21,2,20,23,9,14,4,3,11,3,5,1,13,2,13,8,12,4,9,2,8,3,12,1,5,13,14,14,13,1,12,5,1,13,12,16,18,24,16,16,17,7,6,3,3,303,600.0
2022,2,San Francisco 49ers,17,450,6216,1047,5.9,17,8,347,338,512,3856,30,9,7.1,188,504,2360,20,4.7,132,94,730,27,41.4,9.1,161.29,277,5110,1026,5.0,30,10,291,389,593,3789,20,20,5.9,188,389,1321,11,3.4,77,96,832,26,25.7,15.3,56.26,6,5,21,5,3,10,11,25,26,13,5,4,3,18,9,7,5,9,7,18,12,18,8,3,4,1,2,7,4,2,13,2,24,24,21,6,1,11,15,2,2,8,1,1,18,24,12,1,2,1,201,1500.0
